Town Name,Vote Totals,variable,value
North Stonington,3030,Skewes and Lacy,0
Norwalk,38232,Skewes and Lacy,0
Norwich,13476,Skewes and Lacy,0
Old Lyme,4709,Skewes and Lacy,0
Old Saybrook,6225,Skewes and Lacy,0
Orange,8367,Skewes and Lacy,0
Oxford,7343,Skewes and Lacy,0
Plainfield,6120,Skewes and Lacy,0
Plainville,8703,Skewes and Lacy,0
Plymouth,5810,Skewes and Lacy,0
Pomfret,2232,Skewes and Lacy,0
Portland,5253,Skewes and Lacy,0
Preston,2514,Skewes and Lacy,0
Prospect,5585,Skewes and Lacy,0
Putnam,3657,Skewes and Lacy,0
Redding,5487,Skewes and Lacy,0
Ridgefield,14296,Skewes and Lacy,0
Rocky Hill,9838,Skewes and Lacy,0
Roxbury,1474,Skewes and Lacy,0
Salem,2346,Skewes and Lacy,0
Salisbury,2331,Skewes and Lacy,0
Scotland,909,Skewes and Lacy,0
Seymour,8206,Skewes and Lacy,0
Sharon,1416,Skewes and Lacy,0
Shelton,20857,Skewes and Lacy,0
Sherman,2137,Skewes and Lacy,0
Simsbury,13984,Skewes and Lacy,0
Somers,5694,Skewes and Lacy,0
South Windsor,13954,Skewes and Lacy,0
Southbury,11580,Skewes and Lacy,0
Southington,23318,Skewes and Lacy,0
Sprague,1509,Skewes and Lacy,0
Stafford,6034,Skewes and Lacy,0
Stamford,52258,Skewes and Lacy,0
Sterling,1684,Skewes and Lacy,0
Stonington,10173,Skewes and Lacy,0
Stratford,25251,Skewes and Lacy,0
Suffield,7558,Skewes and Lacy,0
Thomaston,3971,Skewes and Lacy,0
Thompson,4508,Skewes and Lacy,0
Tolland,8499,Skewes and Lacy,0
Torrington,15131,Skewes and Lacy,0
Trumbull,19846,Skewes and Lacy,0
Union,496,Skewes and Lacy,0
Vernon,13559,Skewes and Lacy,0
Voluntown,1385,Skewes and Lacy,0
Wallingford,22636,Skewes and Lacy,0
Warren,858,Skewes and Lacy,0
Washington,2082,Skewes and Lacy,0
Waterbury,33719,Skewes and Lacy,0
Waterford,10683,Skewes and Lacy,0
Watertown,11884,Skewes and Lacy,0
West Hartford,33346,Skewes and Lacy,0
West Haven,20969,Skewes and Lacy,0
Westbrook,3792,Skewes and Lacy,0
Weston,5712,Skewes and Lacy,0
Westport,15444,Skewes and Lacy,0
Wethersfield,14222,Skewes and Lacy,0
Willington,2996,Skewes and Lacy,0
Wilton,10391,Skewes and Lacy,0
Winchester,4994,Skewes and Lacy,0
Windham,8403,Skewes and Lacy,0
Windsor,16016,Skewes and Lacy,0
Windsor Locks,6146,Skewes and Lacy,0
Wolcott,9092,Skewes and Lacy,0
Woodbridge,5353,Skewes and Lacy,0
Woodbury,5930,Skewes and Lacy,3
Woodstock,4486,Skewes and Lacy,0
Andover,1908,Smith and White,0
Ansonia,7478,Smith and White,0
Ashford,2332,Smith and White,0
Avon,10602,Smith and White,0
Barkhamsted,2200,Smith and White,0
Beacon Falls,3332,Smith and White,0
Berlin,11601,Smith and White,0
Bethany,3380,Smith and White,0
Bethel,9846,Smith and White,0
Bethlehem,2317,Smith and White,0
Bloomfield,11639,Smith and White,0
Bolton,3002,Smith and White,0
Bozrah,1390,Smith and White,0
Branford,15605,Smith and White,0
Bridgeport,39560,Smith and White,0
Bridgewater,1141,Smith and White,0
Bristol,26455,Smith and White,0
Brookfield,9580,Smith and White,0
Brooklyn,3720,Smith and White,0
Burlington,5385,Smith and White,0
Canaan,592,Smith and White,0
Canterbury,2712,Smith and White,0
Canton,6002,Smith and White,0
Chaplin,1151,Smith and White,0
Cheshire,15421,Smith and White,0
Chester,2273,Smith and White,0
Clinton,7191,Smith and White,0
Colchester,8591,Smith and White,0
Colebrook,899,Smith and White,0
Columbia,3284,Smith and White,0
Cornwall,923,Smith and White,0
Coventry,6783,Smith and White,0
Cromwell,7714,Smith and White,0
Danbury,28849,Smith and White,0
Darien,11265,Smith and White,0
Deep River,2606,Smith and White,0
Derby,5150,Smith and White,0
Durham,4281,Smith and White,0
East Granby,2950,Smith and White,0
East Haddam,5087,Smith and White,0
East Hampton,7245,Smith and White,0
East Hartford,19047,Smith and White,0
East Haven,12657,Smith and White,0
East Lyme,10213,Smith and White,0
East Windsor,5301,Smith and White,0
Eastford,962,Smith and White,0
Easton,4526,Smith and White,0
Ellington,8202,Smith and White,0
Enfield,18959,Smith and White,0
Essex,4092,Smith and White,0
Fairfield,31553,Smith and White,0
Farmington,14303,Smith and White,0
Franklin,1097,Smith and White,0
Glastonbury,19625,Smith and White,0
Goshen,1823,Smith and White,0
Granby,6509,Smith and White,0
Greenwich,31209,Smith and White,0
Griswold,5276,Smith and White,0
Groton,15357,Smith and White,1
Guilford,13323,Smith and White,0
Haddam,4970,Smith and White,0
Hamden,27695,Smith and White,1
Hampton,1059,Smith and White,0
Hartford,33667,Smith and White,0
Hartland,1238,Smith and White,0
Harwinton,3407,Smith and White,0
Hebron,5486,Smith and White,0
Kent,1716,Smith and White,0
Killingly,6888,Smith and White,0
Killingworth,4015,Smith and White,0
Lebanon,3948,Smith and White,1
Ledyard,7300,Smith and White,0
Lisbon,2181,Smith and White,0
Litchfield,4859,Smith and White,0
Lyme,1691,Smith and White,0
Madison,10913,Smith and White,0
Manchester,24838,Smith and White,0
Mansfield,11481,Smith and White,0
Marlborough,3639,Smith and White,0
Meriden,22443,Smith and White,0
Middlebury,4495,Smith and White,0
Middlefield,2636,Smith and White,0
Middletown,21244,Smith and White,0
Milford,28151,Smith and White,0
Monroe,10908,Smith and White,1
Montville,7972,Smith and White,0
Morris,1418,Smith and White,0
Naugatuck,13182,Smith and White,0
New Britain,22328,Smith and White,0
New Canaan,10966,Smith and White,0
New Fairfield,7677,Smith and White,0
New Hartford,4122,Smith and White,0
New Haven,41688,Smith and White,1
New London,8687,Smith and White,0
New Millford,13668,Smith and White,0
Newington,15691,Smith and White,0
Newtown,15359,Smith and White,0
Norfolk,967,Smith and White,0
North Branford,7654,Smith and White,0
North Canaan,1509,Smith and White,0
North Haven,13589,Smith and White,0
North Stonington,3030,Smith and White,0
Norwalk,38232,Smith and White,0
Norwich,13476,Smith and White,0
Old Lyme,4709,Smith and White,0
Old Saybrook,6225,Smith and White,0
Orange,8367,Smith and White,0
Oxford,7343,Smith and White,0
Plainfield,6120,Smith and White,0
Plainville,8703,Smith and White,0
Plymouth,5810,Smith and White,1
Pomfret,2232,Smith and White,0
Portland,5253,Smith and White,0
Preston,2514,Smith and White,0
Prospect,5585,Smith and White,0
Putnam,3657,Smith and White,0
Redding,5487,Smith and White,0
Ridgefield,14296,Smith and White,0
Rocky Hill,9838,Smith and White,0
Roxbury,1474,Smith and White,0
Salem,2346,Smith and White,0
Salisbury,2331,Smith and White,0
Scotland,909,Smith and White,0
Seymour,8206,Smith and White,0
Sharon,1416,Smith and White,0
Shelton,20857,Smith and White,0
Sherman,2137,Smith and White,0
Simsbury,13984,Smith and White,0
Somers,5694,Smith and White,0
South Windsor,13954,Smith and White,0
Southbury,11580,Smith and White,0
Southington,23318,Smith and White,0
Sprague,1509,Smith and White,0
Stafford,6034,Smith and White,0
Stamford,52258,Smith and White,0
Sterling,1684,Smith and White,0
Stonington,10173,Smith and White,0
Stratford,25251,Smith and White,0
Suffield,7558,Smith and White,0
Thomaston,3971,Smith and White,0
Thompson,4508,Smith and White,0
Tolland,8499,Smith and White,1
Torrington,15131,Smith and White,0
Trumbull,19846,Smith and White,0
Union,496,Smith and White,0
Vernon,13559,Smith and White,0
Voluntown,1385,Smith and White,0
Wallingford,22636,Smith and White,0
Warren,858,Smith and White,0
Washington,2082,Smith and White,0
Waterbury,33719,Smith and White,0
Waterford,10683,Smith and White,2
Watertown,11884,Smith and White,0
West Hartford,33346,Smith and White,0
West Haven,20969,Smith and White,0
Westbrook,3792,Smith and White,0
Weston,5712,Smith and White,0
Westport,15444,Smith and White,0
Wethersfield,14222,Smith and White,0
Willington,2996,Smith and White,0
Wilton,10391,Smith and White,0
Winchester,4994,Smith and White,0
Windham,8403,Smith and White,0
Windsor,16016,Smith and White,0
Windsor Locks,6146,Smith and White,0
Wolcott,9092,Smith and White,0
Woodbridge,5353,Smith and White,0
Woodbury,5930,Smith and White,3
Woodstock,4486,Smith and White,0
Andover,1908,Stein and Baraka,42
Ansonia,7478,Stein and Baraka,112
Ashford,2332,Stein and Baraka,63
Avon,10602,Stein and Baraka,141
Barkhamsted,2200,Stein and Baraka,37
Beacon Falls,3332,Stein and Baraka,46
Berlin,11601,Stein and Baraka,142
Bethany,3380,Stein and Baraka,39
Bethel,9846,Stein and Baraka,152
Bethlehem,2317,Stein and Baraka,47
Bloomfield,11639,Stein and Baraka,124
Bolton,3002,Stein and Baraka,49
Bozrah,1390,Stein and Baraka,31
Branford,15605,Stein and Baraka,201
Bridgeport,39560,Stein and Baraka,490
Bridgewater,1141,Stein and Baraka,17
Bristol,26455,Stein and Baraka,436
Brookfield,9580,Stein and Baraka,103
Brooklyn,3720,Stein and Baraka,60
Burlington,5385,Stein and Baraka,56
Canaan,592,Stein and Baraka,9
Canterbury,2712,Stein and Baraka,50
Canton,6002,Stein and Baraka,100
Chaplin,1151,Stein and Baraka,34
Cheshire,15421,Stein and Baraka,189
Chester,2273,Stein and Baraka,41
Clinton,7191,Stein and Baraka,98
Colchester,8591,Stein and Baraka,143
Colebrook,899,Stein and Baraka,18
Columbia,3284,Stein and Baraka,64
Cornwall,923,Stein and Baraka,26
Coventry,6783,Stein and Baraka,112
Cromwell,7714,Stein and Baraka,111
Danbury,28849,Stein and Baraka,379
Darien,11265,Stein and Baraka,80
Deep River,2606,Stein and Baraka,41
Derby,5150,Stein and Baraka,58
Durham,4281,Stein and Baraka,63
East Granby,2950,Stein and Baraka,36
East Haddam,5087,Stein and Baraka,95
East Hampton,7245,Stein and Baraka,88
East Hartford,19047,Stein and Baraka,233
East Haven,12657,Stein and Baraka,147
East Lyme,10213,Stein and Baraka,144
East Windsor,5301,Stein and Baraka,89
Eastford,962,Stein and Baraka,21
Easton,4526,Stein and Baraka,56
Ellington,8202,Stein and Baraka,115
Enfield,18959,Stein and Baraka,299
Essex,4092,Stein and Baraka,67
Fairfield,31553,Stein and Baraka,348
Farmington,14303,Stein and Baraka,185
Franklin,1097,Stein and Baraka,19
Glastonbury,19625,Stein and Baraka,247
Goshen,1823,Stein and Baraka,25
Granby,6509,Stein and Baraka,115
Greenwich,31209,Stein and Baraka,271
Griswold,5276,Stein and Baraka,89
Groton,15357,Stein and Baraka,272
Guilford,13323,Stein and Baraka,159
Haddam,4970,Stein and Baraka,93
Hamden,27695,Stein and Baraka,348
Hampton,1059,Stein and Baraka,27
Hartford,33667,Stein and Baraka,401
Hartland,1238,Stein and Baraka,31
Harwinton,3407,Stein and Baraka,41
Hebron,5486,Stein and Baraka,82
Kent,1716,Stein and Baraka,27
Killingly,6888,Stein and Baraka,141
Killingworth,4015,Stein and Baraka,55
Lebanon,3948,Stein and Baraka,66
Ledyard,7300,Stein and Baraka,116
Lisbon,2181,Stein and Baraka,52
Litchfield,4859,Stein and Baraka,66
Lyme,1691,Stein and Baraka,28
Madison,10913,Stein and Baraka,120
Manchester,24838,Stein and Baraka,469
Mansfield,11481,Stein and Baraka,280
Marlborough,3639,Stein and Baraka,46
Meriden,22443,Stein and Baraka,348
Middlebury,4495,Stein and Baraka,45
Middlefield,2636,Stein and Baraka,38
Middletown,21244,Stein and Baraka,485
Milford,28151,Stein and Baraka,349
Monroe,10908,Stein and Baraka,95
Montville,7972,Stein and Baraka,149
Morris,1418,Stein and Baraka,24
Naugatuck,13182,Stein and Baraka,199
New Britain,22328,Stein and Baraka,381
New Canaan,10966,Stein and Baraka,81
New Fairfield,7677,Stein and Baraka,94
New Hartford,4122,Stein and Baraka,77
New Haven,41688,Stein and Baraka,618
New London,8687,Stein and Baraka,237
New Millford,13668,Stein and Baraka,214
Newington,15691,Stein and Baraka,213
Newtown,15359,Stein and Baraka,204
Norfolk,967,Stein and Baraka,26
North Branford,7654,Stein and Baraka,68
North Canaan,1509,Stein and Baraka,22
North Haven,13589,Stein and Baraka,146
North Stonington,3030,Stein and Baraka,51
Norwalk,38232,Stein and Baraka,490
Norwich,13476,Stein and Baraka,282
Old Lyme,4709,Stein and Baraka,63
Old Saybrook,6225,Stein and Baraka,85
Orange,8367,Stein and Baraka,86
Oxford,7343,Stein and Baraka,64
Plainfield,6120,Stein and Baraka,123
Plainville,8703,Stein and Baraka,151
Plymouth,5810,Stein and Baraka,42
Pomfret,2232,Stein and Baraka,33
Portland,5253,Stein and Baraka,82
Preston,2514,Stein and Baraka,52
Prospect,5585,Stein and Baraka,58
Putnam,3657,Stein and Baraka,83
Redding,5487,Stein and Baraka,73
Ridgefield,14296,Stein and Baraka,146
Rocky Hill,9838,Stein and Baraka,105
Roxbury,1474,Stein and Baraka,16
Salem,2346,Stein and Baraka,34
Salisbury,2331,Stein and Baraka,38
Scotland,909,Stein and Baraka,22
Seymour,8206,Stein and Baraka,117
Sharon,1416,Stein and Baraka,25
Shelton,20857,Stein and Baraka,264
Sherman,2137,Stein and Baraka,28
Simsbury,13984,Stein and Baraka,161
Somers,5694,Stein and Baraka,46
South Windsor,13954,Stein and Baraka,166
Southbury,11580,Stein and Baraka,103
Southington,23318,Stein and Baraka,275
Sprague,1509,Stein and Baraka,30
Stafford,6034,Stein and Baraka,106
Stamford,52258,Stein and Baraka,627
Sterling,1684,Stein and Baraka,37
Stonington,10173,Stein and Baraka,144
Stratford,25251,Stein and Baraka,368
Suffield,7558,Stein and Baraka,111
Thomaston,3971,Stein and Baraka,50
Thompson,4508,Stein and Baraka,66
Tolland,8499,Stein and Baraka,146
Torrington,15131,Stein and Baraka,214
Trumbull,19846,Stein and Baraka,224
Union,496,Stein and Baraka,9
Vernon,13559,Stein and Baraka,237
Voluntown,1385,Stein and Baraka,29
Wallingford,22636,Stein and Baraka,301
Warren,858,Stein and Baraka,16
Washington,2082,Stein and Baraka,41
Waterbury,33719,Stein and Baraka,391
Waterford,10683,Stein and Baraka,189
Watertown,11884,Stein and Baraka,122
West Hartford,33346,Stein and Baraka,445
West Haven,20969,Stein and Baraka,287
Westbrook,3792,Stein and Baraka,55
Weston,5712,Stein and Baraka,58
Westport,15444,Stein and Baraka,124
Wethersfield,14222,Stein and Baraka,194
Willington,2996,Stein and Baraka,82
Wilton,10391,Stein and Baraka,111
Winchester,4994,Stein and Baraka,122
Windham,8403,Stein and Baraka,183
Windsor,16016,Stein and Baraka,231
Windsor Locks,6146,Stein and Baraka,97
Wolcott,9092,Stein and Baraka,85
Woodbridge,5353,Stein and Baraka,73
Woodbury,5930,Stein and Baraka,79
Woodstock,4486,Stein and Baraka,67
Andover,1908,Trump and Pence,891
Ansonia,7478,Trump and Pence,3621
Ashford,2332,Trump and Pence,1042
Avon,10602,Trump and Pence,4390
Barkhamsted,2200,Trump and Pence,1157
Beacon Falls,3332,Trump and Pence,2002
Berlin,11601,Trump and Pence,6210
Bethany,3380,Trump and Pence,1646
Bethel,9846,Trump and Pence,4575
Bethlehem,2317,Trump and Pence,1405
Bloomfield,11639,Trump and Pence,1683
Bolton,3002,Trump and Pence,1436
Bozrah,1390,Trump and Pence,764
Branford,15605,Trump and Pence,6585
Bridgeport,39560,Trump and Pence,6596
Bridgewater,1141,Trump and Pence,571
Bristol,26455,Trump and Pence,12752
Brookfield,9580,Trump and Pence,4973
Brooklyn,3720,Trump and Pence,2052
Burlington,5385,Trump and Pence,2773
Canaan,592,Trump and Pence,203
Canterbury,2712,Trump and Pence,1609
Canton,6002,Trump and Pence,2601
Chaplin,1151,Trump and Pence,624
Cheshire,15421,Trump and Pence,7105
Chester,2273,Trump and Pence,781
Clinton,7191,Trump and Pence,3415
Colchester,8591,Trump and Pence,4108
Colebrook,899,Trump and Pence,528
Columbia,3284,Trump and Pence,1500
Cornwall,923,Trump and Pence,248
Coventry,6783,Trump and Pence,3262
Cromwell,7714,Trump and Pence,3486
Danbury,28849,Trump and Pence,11626
Darien,11265,Trump and Pence,4625
Deep River,2606,Trump and Pence,1077
Derby,5150,Trump and Pence,2651
Durham,4281,Trump and Pence,2156
East Granby,2950,Trump and Pence,1371
East Haddam,5087,Trump and Pence,2487
East Hampton,7245,Trump and Pence,3648
East Hartford,19047,Trump and Pence,5213
East Haven,12657,Trump and Pence,6867
East Lyme,10213,Trump and Pence,4214
East Windsor,5301,Trump and Pence,2606
Eastford,962,Trump and Pence,513
Easton,4526,Trump and Pence,2131
Ellington,8202,Trump and Pence,4199
Enfield,18959,Trump and Pence,9233
Essex,4092,Trump and Pence,1620
Fairfield,31553,Trump and Pence,12112
Farmington,14303,Trump and Pence,5977
Franklin,1097,Trump and Pence,613
Glastonbury,19625,Trump and Pence,7533
Goshen,1823,Trump and Pence,1064
Granby,6509,Trump and Pence,2967
Greenwich,31209,Trump and Pence,12215
Griswold,5276,Trump and Pence,3012
Groton,15357,Trump and Pence,5936
Guilford,13323,Trump and Pence,4929
Haddam,4970,Trump and Pence,2556
Hamden,27695,Trump and Pence,7790
Hampton,1059,Trump and Pence,509
Hartford,33667,Trump and Pence,2531
Hartland,1238,Trump and Pence,804
Harwinton,3407,Trump and Pence,2107
Hebron,5486,Trump and Pence,2555
Kent,1716,Trump and Pence,559
Killingly,6888,Trump and Pence,3916
Killingworth,4015,Trump and Pence,1943
Lebanon,3948,Trump and Pence,2115
Ledyard,7300,Trump and Pence,3471
Lisbon,2181,Trump and Pence,1175
Litchfield,4859,Trump and Pence,2434
Lyme,1691,Trump and Pence,567
Madison,10913,Trump and Pence,4500
Manchester,24838,Trump and Pence,8358
Mansfield,11481,Trump and Pence,2433
Marlborough,3639,Trump and Pence,1766
Meriden,22443,Trump and Pence,8660
Middlebury,4495,Trump and Pence,2630
Middlefield,2636,Trump and Pence,1361
Middletown,21244,Trump and Pence,7126
Milford,28151,Trump and Pence,13383
Monroe,10908,Trump and Pence,5922
Montville,7972,Trump and Pence,4156
Morris,1418,Trump and Pence,838
Naugatuck,13182,Trump and Pence,7310
New Britain,22328,Trump and Pence,6055
New Canaan,10966,Trump and Pence,4541
New Fairfield,7677,Trump and Pence,4302
New Hartford,4122,Trump and Pence,2243
New Haven,41688,Trump and Pence,4540
New London,8687,Trump and Pence,1924
New Millford,13668,Trump and Pence,6865
Newington,15691,Trump and Pence,6557
Newtown,15359,Trump and Pence,7154
Norfolk,967,Trump and Pence,373
North Branford,7654,Trump and Pence,4473
North Canaan,1509,Trump and Pence,703
North Haven,13589,Trump and Pence,7268
North Stonington,3030,Trump and Pence,1560
Norwalk,38232,Trump and Pence,12324
Norwich,13476,Trump and Pence,5217
Old Lyme,4709,Trump and Pence,1999
Old Saybrook,6225,Trump and Pence,2784
Orange,8367,Trump and Pence,4221
Oxford,7343,Trump and Pence,4685
Plainfield,6120,Trump and Pence,3512
Plainville,8703,Trump and Pence,4492
Plymouth,5810,Trump and Pence,3767
Pomfret,2232,Trump and Pence,1014
Portland,5253,Trump and Pence,2491
Preston,2514,Trump and Pence,1377
Prospect,5585,Trump and Pence,3701
Putnam,3657,Trump and Pence,1845
Redding,5487,Trump and Pence,2088
Ridgefield,14296,Trump and Pence,5680
Rocky Hill,9838,Trump and Pence,4331
Roxbury,1474,Trump and Pence,638
Salem,2346,Trump and Pence,1182
Salisbury,2331,Trump and Pence,545
Scotland,909,Trump and Pence,518
Seymour,8206,Trump and Pence,4824
Sharon,1416,Trump and Pence,521
Shelton,20857,Trump and Pence,12051
Sherman,2137,Trump and Pence,1065
Simsbury,13984,Trump and Pence,5357
Somers,5694,Trump and Pence,3350
South Windsor,13954,Trump and Pence,5557
Southbury,11580,Trump and Pence,6100
Southington,23318,Trump and Pence,12383
Sprague,1509,Trump and Pence,864
Stafford,6034,Trump and Pence,3344
Stamford,52258,Trump and Pence,16222
Sterling,1684,Trump and Pence,1102
Stonington,10173,Trump and Pence,4081
Stratford,25251,Trump and Pence,10534
Suffield,7558,Trump and Pence,3789
Thomaston,3971,Trump and Pence,2616
Thompson,4508,Trump and Pence,2646
Tolland,8499,Trump and Pence,3908
Torrington,15131,Trump and Pence,8673
Trumbull,19846,Trump and Pence,9753
Union,496,Trump and Pence,277
Vernon,13559,Trump and Pence,5666
Voluntown,1385,Trump and Pence,862
Wallingford,22636,Trump and Pence,10940
Warren,858,Trump and Pence,451
Washington,2082,Trump and Pence,738
Waterbury,33719,Trump and Pence,12837
Waterford,10683,Trump and Pence,4861
Watertown,11884,Trump and Pence,7730
West Hartford,33346,Trump and Pence,8055
West Haven,20969,Trump and Pence,7774
Westbrook,3792,Trump and Pence,1936
Weston,5712,Trump and Pence,1633
Westport,15444,Trump and Pence,4169
Wethersfield,14222,Trump and Pence,5794
Willington,2996,Trump and Pence,1373
Wilton,10391,Trump and Pence,3786
Winchester,4994,Trump and Pence,2903
Windham,8403,Trump and Pence,2564
Windsor,16016,Trump and Pence,4013
Windsor Locks,6146,Trump and Pence,3022
Wolcott,9092,Trump and Pence,6192
Woodbridge,5353,Trump and Pence,1814
Woodbury,5930,Trump and Pence,3171
Woodstock,4486,Trump and Pence,2281
Andover,1908,Wu and Wu,0
Ansonia,7478,Wu and Wu,0
Ashford,2332,Wu and Wu,0
Avon,10602,Wu and Wu,0
Barkhamsted,2200,Wu and Wu,0
Beacon Falls,3332,Wu and Wu,0
Berlin,11601,Wu and Wu,0
Bethany,3380,Wu and Wu,0
Bethel,9846,Wu and Wu,0
Bethlehem,2317,Wu and Wu,0
Bloomfield,11639,Wu and Wu,0
Bolton,3002,Wu and Wu,0
Bozrah,1390,Wu and Wu,0
Branford,15605,Wu and Wu,1
Bridgeport,39560,Wu and Wu,0
Bridgewater,1141,Wu and Wu,0
Bristol,26455,Wu and Wu,0
Brookfield,9580,Wu and Wu,0
Brooklyn,3720,Wu and Wu,0
Burlington,5385,Wu and Wu,0
Canaan,592,Wu and Wu,0
Canterbury,2712,Wu and Wu,0
Canton,6002,Wu and Wu,0
Chaplin,1151,Wu and Wu,0
Cheshire,15421,Wu and Wu,0
Chester,2273,Wu and Wu,0
Clinton,7191,Wu and Wu,0
Colchester,8591,Wu and Wu,0
Colebrook,899,Wu and Wu,1
Columbia,3284,Wu and Wu,0
Cornwall,923,Wu and Wu,0
Coventry,6783,Wu and Wu,0
Cromwell,7714,Wu and Wu,0
Danbury,28849,Wu and Wu,0
Darien,11265,Wu and Wu,0
Deep River,2606,Wu and Wu,0
Derby,5150,Wu and Wu,0
Durham,4281,Wu and Wu,0
East Granby,2950,Wu and Wu,0
East Haddam,5087,Wu and Wu,0
East Hampton,7245,Wu and Wu,0
East Hartford,19047,Wu and Wu,0
East Haven,12657,Wu and Wu,0
East Lyme,10213,Wu and Wu,0
East Windsor,5301,Wu and Wu,0
Eastford,962,Wu and Wu,0
Easton,4526,Wu and Wu,1
Ellington,8202,Wu and Wu,0
Enfield,18959,Wu and Wu,0
Essex,4092,Wu and Wu,0
Fairfield,31553,Wu and Wu,0
Farmington,14303,Wu and Wu,0
Franklin,1097,Wu and Wu,0
Glastonbury,19625,Wu and Wu,0
Goshen,1823,Wu and Wu,0
Granby,6509,Wu and Wu,0
Greenwich,31209,Wu and Wu,0
Griswold,5276,Wu and Wu,0
Groton,15357,Wu and Wu,0
Guilford,13323,Wu and Wu,0
Haddam,4970,Wu and Wu,1
Hamden,27695,Wu and Wu,0
Hampton,1059,Wu and Wu,0
Hartford,33667,Wu and Wu,0
Hartland,1238,Wu and Wu,0
Harwinton,3407,Wu and Wu,1
Hebron,5486,Wu and Wu,0
Kent,1716,Wu and Wu,0
Killingly,6888,Wu and Wu,0
Killingworth,4015,Wu and Wu,0
Lebanon,3948,Wu and Wu,0
Ledyard,7300,Wu and Wu,0
Lisbon,2181,Wu and Wu,0
Litchfield,4859,Wu and Wu,0
Lyme,1691,Wu and Wu,0
Madison,10913,Wu and Wu,0
Manchester,24838,Wu and Wu,0
Mansfield,11481,Wu and Wu,0
Marlborough,3639,Wu and Wu,0
Meriden,22443,Wu and Wu,0
Middlebury,4495,Wu and Wu,0
Middlefield,2636,Wu and Wu,0
Middletown,21244,Wu and Wu,0
Milford,28151,Wu and Wu,0
Monroe,10908,Wu and Wu,0
Montville,7972,Wu and Wu,0
Morris,1418,Wu and Wu,0
Naugatuck,13182,Wu and Wu,0
New Britain,22328,Wu and Wu,0
New Canaan,10966,Wu and Wu,0
New Fairfield,7677,Wu and Wu,0
New Hartford,4122,Wu and Wu,0
New Haven,41688,Wu and Wu,0
New London,8687,Wu and Wu,0
New Millford,13668,Wu and Wu,0
Newington,15691,Wu and Wu,0
Newtown,15359,Wu and Wu,0
Norfolk,967,Wu and Wu,0
North Branford,7654,Wu and Wu,0
North Canaan,1509,Wu and Wu,0
North Haven,13589,Wu and Wu,0
North Stonington,3030,Wu and Wu,0
Norwalk,38232,Wu and Wu,0
Norwich,13476,Wu and Wu,0
Old Lyme,4709,Wu and Wu,0
Old Saybrook,6225,Wu and Wu,0
Orange,8367,Wu and Wu,0
Oxford,7343,Wu and Wu,1
Plainfield,6120,Wu and Wu,0
Plainville,8703,Wu and Wu,0
Plymouth,5810,Wu and Wu,0
Pomfret,2232,Wu and Wu,0
Portland,5253,Wu and Wu,0
Preston,2514,Wu and Wu,0
Prospect,5585,Wu and Wu,0
Putnam,3657,Wu and Wu,0
Redding,5487,Wu and Wu,0
Ridgefield,14296,Wu and Wu,0
Rocky Hill,9838,Wu and Wu,0
Roxbury,1474,Wu and Wu,0
Salem,2346,Wu and Wu,0
Salisbury,2331,Wu and Wu,0
Scotland,909,Wu and Wu,0
Seymour,8206,Wu and Wu,0
Sharon,1416,Wu and Wu,0
Shelton,20857,Wu and Wu,0
Sherman,2137,Wu and Wu,0
Simsbury,13984,Wu and Wu,0
Somers,5694,Wu and Wu,0
South Windsor,13954,Wu and Wu,0
Southbury,11580,Wu and Wu,0
Southington,23318,Wu and Wu,0
Sprague,1509,Wu and Wu,0
Stafford,6034,Wu and Wu,0
Stamford,52258,Wu and Wu,3
Sterling,1684,Wu and Wu,0
Stonington,10173,Wu and Wu,0
Stratford,25251,Wu and Wu,0
Suffield,7558,Wu and Wu,0
Thomaston,3971,Wu and Wu,0
Thompson,4508,Wu and Wu,0
Tolland,8499,Wu and Wu,0
Torrington,15131,Wu and Wu,0
Trumbull,19846,Wu and Wu,0
Union,496,Wu and Wu,0
Vernon,13559,Wu and Wu,0
Voluntown,1385,Wu and Wu,0
Wallingford,22636,Wu and Wu,0
Warren,858,Wu and Wu,0
Washington,2082,Wu and Wu,0
Waterbury,33719,Wu and Wu,0
Waterford,10683,Wu and Wu,0
Watertown,11884,Wu and Wu,0
West Hartford,33346,Wu and Wu,1
West Haven,20969,Wu and Wu,0
Westbrook,3792,Wu and Wu,0
Weston,5712,Wu and Wu,0
Westport,15444,Wu and Wu,0
Wethersfield,14222,Wu and Wu,0
Willington,2996,Wu and Wu,0
Wilton,10391,Wu and Wu,0
Winchester,4994,Wu and Wu,0
Windham,8403,Wu and Wu,0
Windsor,16016,Wu and Wu,0
Windsor Locks,6146,Wu and Wu,0
Wolcott,9092,Wu and Wu,0
Woodbridge,5353,Wu and Wu,0
Woodbury,5930,Wu and Wu,8
Woodstock,4486,Wu and Wu,0
